day_of_week_encoded,platform_encoded,topic_category_encoded,emotion_type_encoded,location_encoded,language_encoded,sentiment_bucket_encoded,toxicity_bucket_encoded,past_perf_bucket_encoded,growth_bucket_encoded,sentiment_score,toxicity_score,user_past_sentiment_avg,user_engagement_growth,sentiment_bucket,toxicity_bucket,past_perf_bucket,growth_bucket,sentiment_toxicity_interaction,abs_sentiment,perf_momentum,toxicity_squared,sentiment_squared,engagement_rate
6,1,4,3,7,4,1,2,3,3,-0.24549042044189334,-0.22543638675896902,0.6380961620568009,1.496586313845695,1,2,3,3,-0.06263103,0.1427,0.16065206,0.19263321,0.02036329,0.03049
2,2,5,0,22,0,1,3,1,2,-0.5090547474731316,0.870036994260975,-0.033943129287912745,0.4314926501215463,1,3,1,2,-0.2237389,0.2965,-0.00228241,0.5694211600000001,0.08791225,0.06913
0,4,0,2,7,4,0,0,4,0,-1.321854229338647,-1.1730885259941501,0.9905048949632416,-1.1658029317134708,0,0,4,0,-0.12779864000000002,0.7708,-0.1929662,0.027489640000000003,0.5941326400000001,0.1659
4,2,3,2,2,8,3,1,0,3,0.24599364322884218,-0.7983304482299629,-0.584755203948767,1.3324073682716358,3,1,0,3,0.03945458,0.1441,-0.13001661,0.07496644,0.02076481,1.83705
6,3,1,2,1,0,0,4,3,3,-1.45277955173908,1.0664379868670213,0.48461105938839527,1.438640803643086,0,4,3,3,-0.68724864,0.8472,0.11744429,0.6580454400000001,0.7177478399999999,0.07148
4,2,3,2,14,7,1,0,3,3,-0.3008423564829141,-1.5232097301275438,0.5349056128051609,1.3706927946555025,1,0,3,3,-0.0113575,0.175,0.12346415999999999,0.0042120099999999995,0.030624999999999996,0.0147
1,1,2,4,9,9,1,0,0,3,-0.5352740855978257,-1.6533340626845534,-0.5237080218704859,1.0195705959277876,1,0,0,3,-0.00854332,0.3118,-0.0891283,0.0007507600000000001,0.09721924000000001,0.04739
3,4,3,0,6,1,4,0,3,0,0.9765363780364941,-1.745982587465144,0.53768048471781,-1.3299818772875298,4,0,3,0,0.00039928,0.5704,-0.1198029,4.9e-07,0.32535616,0.02913
1,4,3,3,7,3,0,3,4,1,-1.7088036769566808,0.8603210440967183,0.8715322617084097,-0.04448832654274298,0,3,4,1,-0.7492438800000001,0.9966,-0.0059976000000000005,0.56520324,0.9932115600000001,0.46806
5,4,3,0,19,9,0,2,3,1,-1.416278120232153,-0.04846729448143614,0.5902296215636031,-0.03655531026500482,0,2,3,1,-0.40460841,0.8259,-0.0032812799999999997,0.24000201000000002,0.68211081,0.05737
2,2,2,3,7,3,4,4,0,0,0.9157006588582824,1.253123029308811,-1.5490231935943433,-1.3113565347224054,4,4,0,0,0.46268850000000006,0.5349,0.33813264,0.748225,0.28611801000000003,0.10809
6,0,1,0,15,3,0,4,1,3,-1.1556270529925474,1.35583450247381,-0.2514237154417891,1.6666287931902564,0,4,1,3,-0.60278148,0.6738,-0.0694827,0.80030916,0.45400643999999996,0.098
0,3,2,4,14,3,2,0,0,3,-0.15140926599446178,-1.5221687354670879,-1.519193320533365,0.8422849278079003,2,0,0,3,-0.00572456,0.0878,-0.21442740000000002,0.004251039999999999,0.007708840000000001,0.06311
2,3,4,2,16,1,4,3,0,3,0.8759432311136484,1.0230632093480179,-1.7127406364406423,1.4269137361020816,4,3,0,3,0.40869479000000003,0.5117,-0.40893567000000003,0.63792169,0.26183689000000004,0.08705
6,3,1,3,21,9,4,3,1,0,1.624650997563245,0.9165347557613464,-0.0035929677433127706,-1.592806155706507,4,3,1,0,0.7285248,0.9486,0.00027647999999999995,0.589824,0.89984196,0.04879
2,4,0,1,20,5,0,0,0,3,-0.8214590180699765,-1.5863634061952123,-0.8173241561276731,1.3355115920324898,0,0,0,3,-0.022359959999999998,0.4788,-0.18237636,0.00218089,0.22924944,0.08796
6,4,1,1,11,3,4,1,4,1,1.7089641632975554,-0.3808915893870764,1.6040984466477828,-0.10070926798932206,4,1,4,1,0.39323298,0.9978,-0.02612448,0.15531481,0.99560484,0.04797
1,4,0,2,11,3,0,0,3,1,-1.4702591104888763,-1.5898333883967326,0.49848541895164095,-0.17348606949378947,0,0,3,1,-0.03918318,0.8574,-0.014242769999999998,0.0020884899999999997,0.7351347600000001,0.0945
5,2,2,3,20,0,0,1,0,3,-1.1350628662280817,-0.389913543111029,-1.6282804725993842,1.1433946326107443,0,1,0,3,-0.2590947,0.6618,-0.3116855,0.15327225,0.43797924000000005,0.04566
4,2,5,3,7,6,3,3,0,1,0.2739266635839084,0.7038248468081547,-1.2477761615773708,-0.2103918408728322,3,3,0,1,0.11335467999999999,0.1604,0.04307999999999999,0.49942489,0.025728159999999996,0.08131
3,0,2,4,26,1,2,4,1,3,0.15739627191860145,1.3270336502011921,-0.14146941590306691,0.7498480424846905,2,4,1,3,0.08189412,0.0924,-0.017493840000000004,0.78552769,0.008537759999999998,0.47954
1,0,5,3,0,6,4,1,0,0,1.0642769082315486,-0.7105398985315006,-0.8849616589984959,-1.5834934844239448,4,1,0,0,0.18592055999999998,0.6216,0.23308128000000003,0.08946080999999999,0.38638656000000005,0.15111
3,4,4,0,18,5,4,3,0,0,1.1443058683899285,0.8068833181933065,-1.102442245152372,-0.7046532463510398,4,3,0,0,0.49213612000000007,0.6683,0.12893286,0.54228496,0.44662489,0.08457
0,4,2,1,6,4,4,4,2,3,0.9477465165662418,1.6858298098383866,0.058494791302211746,1.6559364669028702,4,4,2,3,0.54789792,0.5536,0.01693472,0.97950609,0.30647295999999996,0.99594
6,3,4,1,1,5,2,1,3,1,0.11044137880640428,-0.8378882453272937,0.5959527948834421,-0.4125112990795521,2,1,3,1,0.017056,0.065,-0.040928860000000004,0.06885376000000001,0.0042250000000000005,0.15209
5,0,5,4,19,2,4,0,4,3,1.2942530635474927,-1.3000898745697915,1.158211216183974,1.0157765446645217,4,0,4,3,0.09764936,0.7558,0.19777814999999999,0.01669264,0.57123364,0.09907
5,0,5,4,4,4,1,0,2,1,-0.5088833792500944,-1.7203047191738943,0.07271600985453859,-0.5756555033999932,1,0,2,1,-0.00240084,0.2964,-0.0072000599999999994,6.560999999999999e-05,0.08785296,0.02731
0,4,3,2,8,4,0,0,0,1,-1.2675305026358497,-1.5488875984187938,-0.6924549200584618,-0.24522812974463887,0,0,0,1,-0.04249825,0.7391,0.02788578,0.00330625,0.5462688099999999,0.07505
4,2,5,2,14,7,4,4,4,1,0.7777492393133234,1.3482005416304657,0.881070883908141,-0.1434785731388669,4,4,4,1,0.40550656,0.4544,-0.020685699999999998,0.7963777599999999,0.20647936000000003,0.30323
4,2,5,2,32,8,0,3,4,0,-1.3287089582601357,1.0258391951092343,0.9301514308631227,-1.2958354159181351,0,3,4,0,-0.6194526,0.7748,-0.20151365999999996,0.63920025,0.60031504,0.07805
5,2,0,1,32,4,0,4,0,3,-1.2721574446578545,1.4325211091274077,-0.8747293188206022,1.185474110257877,0,4,0,3,-0.68000806,0.7418,-0.17334963,0.84033889,0.55026724,0.12712
1,0,2,1,23,2,0,0,0,2,-1.1119281561180574,-1.523903726567848,-1.1327924066969721,0.4301129951167223,0,0,0,2,-0.04194501,0.6483,-0.08191869,0.004186089999999999,0.42029289,0.18272
1,0,2,3,29,0,2,4,4,0,0.08216562200526364,1.6389850501178629,0.8826317493590062,-1.283073607123513,2,4,4,0,0.0473457,0.0485,-0.18935839999999998,0.95296644,0.00235225,0.57309
1,0,1,4,8,1,4,3,3,2,0.7319939237623868,0.6528161084458068,0.4618917956035804,0.6456840896204765,4,3,3,2,0.2959684,0.4277,0.05039996,0.47886399999999996,0.18292729000000002,0.06018
6,3,2,4,0,5,3,2,0,3,0.2694710897849408,-0.16401770179206057,-1.4434046314191353,0.9733521532661829,3,2,0,3,0.07205148,0.1578,-0.23528256,0.20848356,0.024900839999999997,0.10783
1,2,1,0,9,2,0,3,0,2,-0.899774295997984,0.6188102828709087,-1.4886697294942244,0.3976911025033576,0,3,0,2,-0.3578139,0.5245,-0.09965747,0.46539684000000003,0.27510025,0.03406
6,3,5,0,16,4,0,3,3,3,-1.2827822744861619,0.8932858750111605,0.7020916455422717,1.5355615677319738,0,3,3,3,-0.5694524,0.748,0.18129106,0.5795776899999999,0.559504,0.02743
5,2,0,2,8,1,4,0,3,0,1.4244929130557766,-1.5648495165457867,0.5175626633511038,-0.71500065888722,4,0,3,0,0.04400222,0.8318,-0.06186937,0.0027984100000000003,0.69189124,0.21969
1,1,3,0,11,3,4,0,0,0,1.4584238212171456,-1.1043828784040493,-1.6811764684342585,-1.492091340354353,4,0,0,0,0.15805696,0.8516,0.41774564,0.034447359999999996,0.7252225600000001,0.39246
1,1,0,0,26,8,1,3,0,0,-0.2816491155027459,0.9880163891126634,-1.5864839644151065,-1.2027087030925134,1,3,0,0,-0.12917267999999998,0.1638,0.31755441,0.62188996,0.02683044,0.06182
3,1,2,1,18,6,0,3,2,1,-1.182189127563316,0.5337957189336622,0.22394652909391669,-0.6570551486846108,0,3,2,1,-0.45335261,0.6893,-0.0247487,0.43256928999999994,0.47513449,0.02952
6,0,0,2,14,0,0,3,0,3,-1.3141426593019723,0.44739316211580815,-1.457278990982381,0.8850542329574451,0,3,0,3,-0.48491464,0.7663,-0.21607488,0.40043584000000004,0.58721569,0.0409
4,0,5,2,21,0,4,0,0,2,0.9743085911370104,-1.4139052907796559,-1.252632187424507,0.6560315021566567,4,0,0,2,0.054861240000000006,0.5691,-0.13781696000000002,0.00929296,0.32387481000000007,0.08009
6,1,5,0,20,7,0,3,1,1,-1.3137999228558979,0.542817672657615,-0.27639756265563137,-0.11036685302309025,0,3,1,1,-0.50585583,0.7661,0.004894900000000001,0.43599609,0.58690921,0.09018
3,2,0,2,22,2,4,4,3,2,1.6058004930291512,1.1996853034053991,0.5163486568893199,0.23558163943653448,4,4,3,2,0.79658496,0.9376,0.020734560000000003,0.72182016,0.87909376,0.04206
0,0,2,0,22,0,0,0,4,2,-1.2161200357246846,-1.0925849389188804,1.221686411185823,0.1279685490602604,0,0,4,2,-0.1340199,0.7091,0.026894790000000002,0.035721,0.50282281,0.11561
3,0,1,4,2,4,0,4,3,3,-1.1986404769748886,1.2482650542266827,0.4266856082118445,1.5948867329394067,0,4,3,3,-0.60357004,0.6989,0.11469149999999999,0.7458049600000001,0.48846121,0.07282
3,1,0,1,31,6,1,1,2,2,-0.5729750946660132,-0.9104108733390671,0.19585095097834418,0.3242244734964782,1,1,2,2,-0.0806127,0.3338,0.010868000000000001,0.05832225,0.11142243999999998,0.02998
0,1,3,2,1,2,0,3,2,3,-0.6984166339292552,0.4126933401006056,0.06768655451286201,0.726048993651476,0,3,2,3,-0.25347959999999997,0.407,0.00856575,0.38787984000000003,0.165649,0.05541
6,2,5,1,8,3,2,0,4,0,0.059030911895239485,-1.3330547054842339,1.417835169511209,-0.8957354645191674,2,0,4,0,0.0041895000000000005,0.035,-0.2118753,0.01432809,0.0012250000000000002,0.08978
2,2,0,0,6,5,4,4,4,1,1.68959955409435,1.6386380518977108,1.7279271057497505,-0.26488821356338127,4,4,4,1,0.96292265,0.9865,-0.07563324,0.95277121,0.9731822500000001,0.09521
4,2,5,4,16,8,0,0,0,3,-1.0637736854445996,-1.4343781857686253,-0.49647959122761626,1.3168862494673654,0,0,0,3,-0.05612809999999999,0.6202,-0.10902144,0.00819025,0.38464803999999997,0.12508
0,1,3,4,26,0,0,4,4,3,-1.1869874378083582,1.0320851630719707,0.9483615277898828,1.2141019516079754,0,4,4,3,-0.55457973,0.6921,0.1935499,0.64208169,0.47900241000000005,0.04465
1,2,4,4,29,9,4,2,0,0,0.9516879856960977,-0.3409867940695934,-0.7068495681053293,-0.7757054790994771,4,2,0,0,0.22547303999999999,0.5559,0.09092578999999999,0.16451136000000002,0.3090248099999999,0.0616
4,3,0,0,11,4,4,1,3,0,0.8459537920821353,-0.8201913360995404,0.7556813593553081,-1.440699191424658,4,1,3,0,0.1321985,0.4942,-0.18218124,0.07155625,0.24423363999999997,0.0387
3,2,0,1,13,5,0,2,1,2,-1.6669898305356001,0.021279347769120976,-0.1766756032948029,0.6201604720312319,0,2,1,2,-0.495822,0.9722,-0.01815232,0.2601,0.9451728399999999,0.06144
2,0,0,0,31,8,0,1,2,1,-1.3299085358213962,-0.6775750676170581,0.22047793920310524,-0.6618839412014949,0,1,2,1,-0.23931929999999998,0.7755,-0.024549739999999997,0.09523395999999999,0.60140025,0.14954
4,3,1,0,23,6,4,1,4,3,1.0500533457194596,-0.7119278914121085,0.8850597622825743,0.7643344200353428,4,1,4,3,0.18319271,0.6133,0.11392668,0.08922169,0.37613688999999995,0.08201
3,1,4,0,24,0,4,4,1,1,1.4179809205803624,1.6438430251999914,-0.15621092293901545,-0.28178898737247554,4,4,1,1,0.8094528,0.828,0.007150019999999999,0.9557017600000001,0.685584,0.04326
0,4,0,2,19,9,3,2,0,1,0.21411915374391996,0.20275941690863028,-0.644588379565264,-0.665333078713555,3,2,0,1,0.07056865,0.1255,0.07104137999999999,0.31618129,0.01575025,0.03487
2,3,4,3,5,4,4,0,4,3,1.478645271535537,-1.2077883480093528,1.2111072120188482,1.0068087871331655,4,0,4,3,0.13451771999999998,0.8634,0.20497142,0.02427364,0.7454595599999999,0.06854
4,1,4,1,16,5,4,1,0,0,1.315159986758033,-0.46208917290265045,-0.7914831614411281,-1.4934709953591772,4,1,0,0,0.2846976,0.768,0.19651680000000002,0.13741848999999998,0.589824,0.03921
0,4,5,3,6,5,3,0,0,3,0.27941044672109927,-1.6155112566879826,-0.4935312898204266,0.9699030157541229,3,0,0,3,0.00626588,0.1636,-0.07989082,0.00146689,0.026764959999999997,0.16553
4,2,1,1,28,4,0,3,1,3,-1.6373431279501618,0.543164670877767,-0.26391063904871026,1.285154184356413,0,3,1,3,-0.63061596,0.9549,-0.05630152,0.43612816,0.91183401,0.08944
1,4,3,0,10,9,4,2,1,0,1.083641517434754,0.08131003985542129,-0.12031101756911722,-1.1537309504212605,4,2,1,0,0.33372817,0.6329,0.022644650000000002,0.27804529,0.40056241000000004,0.06699
0,1,0,0,10,5,4,0,3,0,0.8200771904035158,-1.4343781857686253,0.7386852688903321,-1.5552105568250523,4,0,3,0,0.04335855,0.4791,-0.19228726000000002,0.00819025,0.22953681000000004,0.20883
0,1,1,3,6,8,3,0,0,3,0.3760621245140891,-1.5651965147659388,-1.5514512065179111,1.5269387239518235,3,0,0,3,0.011616,0.22,-0.39626847,0.0027878399999999998,0.0484,0.042
5,3,1,2,12,9,2,1,4,3,-0.03385066499093159,-0.38644356090950877,1.0442680382708187,1.1254591175480317,2,1,4,3,-0.007535999999999999,0.0192,0.19755828,0.15405625,0.00036863999999999994,0.04209
0,2,2,3,16,7,0,2,4,1,-1.064801894782823,0.22843728519988002,1.0924814377530974,-0.455970431731509,0,2,4,1,-0.35366976,0.6208,-0.08283968,0.32455808999999997,0.38539264,0.09086
3,1,1,1,17,2,0,2,2,2,-0.9929986093302295,-0.16020072137038832,0.27441451200522293,0.5463489292731465,0,2,2,2,-0.26496253,0.5789,0.02545618,0.20948929,0.33512520999999995,0.15008
6,4,0,3,16,5,4,4,2,3,0.7907732242641519,1.295456812167358,0.1684490908409339,0.8084833801897117,4,4,2,3,0.4052664,0.462,0.02321044,0.7694798399999999,0.21344400000000002,0.16416
5,1,4,0,7,4,0,1,4,0,-0.9948836597836388,-0.3770746089654041,1.3061465750270813,-0.8574500381353006,0,1,4,0,-0.22921599999999998,0.58,-0.18683896,0.15618304,0.3364,0.1753
3,2,1,2,23,9,0,1,4,0,-1.060003584537781,-0.7265018166584937,1.5654236693652352,-0.7294870364378722,0,1,4,0,-0.182001,0.618,-0.19031304999999998,0.08673025,0.381924,0.4344
6,4,4,3,32,9,4,0,1,0,0.7463888544975128,-1.5329256802918005,-0.33276214838131707,-1.4124162638257654,4,0,1,0,0.02708181,0.4361,0.0777784,0.0038564100000000002,0.19018321,0.42511
0,0,4,2,2,7,2,2,3,1,-0.0009479661677861188,-0.03077038525368287,0.7268920632615733,-0.5515115408155729,2,2,3,1,0.0,0.0,-0.06683334,0.245025,0.0,0.07878
1,1,1,2,20,3,4,0,3,0,1.2700901440992451,-1.0776640154523431,0.6752100738884831,-0.7850181503820393,4,0,3,0,0.14337061,0.7417,-0.08855528,0.03736489,0.55011889,0.06282
3,2,0,0,30,2,4,4,0,1,1.6297920442543614,1.2236281805958888,-1.5955022981312164,-0.5466827482986887,4,4,0,1,0.8150454,0.9516,0.14466375,0.7335922500000001,0.90554256,0.23438
6,0,0,3,31,2,3,0,4,1,0.3810318029821684,-1.0582321151238299,1.6724296674967678,-0.2814440736212696,3,0,4,1,0.044334809999999995,0.2229,-0.07784348,0.03956121,0.04968440999999999,0.06681
0,3,4,2,6,1,2,4,0,1,0.005906762753702522,1.7139366656707005,-1.2221085963853664,-0.10105418174052806,2,4,0,1,0.0039912,0.004,0.01990056,0.99560484,1.6e-05,0.20472
0,2,3,2,0,4,3,4,0,0,0.6550495916186767,1.1719254457932369,-1.5710487394009958,-1.6724812322350946,3,4,0,0,0.32216448,0.3828,0.43763915999999997,0.70829056,0.14653583999999997,0.02134
0,2,1,4,19,4,2,0,0,3,0.16013816348719692,-1.3139698033758727,-1.5025440890574702,1.33378702327646,2,0,0,3,0.011768800000000001,0.094,-0.33532173,0.01567504,0.008836,0.23562
3,3,5,2,19,1,0,2,3,0,-1.6123233673867283,0.1298897906767049,0.7187408770181665,-1.7100768311165493,0,2,3,0,-0.5089843900000001,0.9403,-0.20578732,0.29300569,0.8841640900000001,0.57208
3,3,1,0,29,0,4,4,2,1,1.4387164755678656,1.4252341465042153,0.14937184644147106,-0.5218489582118562,4,4,2,1,0.76835546,0.8401,-0.013166279999999999,0.83649316,0.7057680099999999,0.09455
3,0,5,4,30,7,3,3,0,3,0.24119533298380014,0.9030018251754173,-0.41167256839727695,1.6383458655913636,3,3,0,3,0.10796733,0.1413,-0.1122884,0.58384881,0.01996569,0.12697
5,4,5,1,22,3,3,2,0,2,0.523610164549132,0.20033042936756598,-1.4361205926484313,0.6025698707197257,3,2,0,2,0.17190576,0.3061,-0.14523362,0.31539456,0.09369720999999999,0.0138
0,0,5,1,7,2,1,3,0,0,-0.3195214927939707,0.9415186276122921,-1.1933193002916316,-1.1871875842882431,1,3,0,0,-0.14410968000000002,0.1859,0.23564112,0.60093504,0.03455881,0.05393
0,3,1,2,11,8,3,4,0,0,0.4216460718419886,1.5397435591543838,-1.7259212780257258,-0.8012290966887217,3,4,0,0,0.23367816000000002,0.2466,0.22984281,0.89794576,0.06081156000000001,0.1432
3,3,3,3,4,1,0,0,4,1,-1.410794337094962,-1.7067717885879652,0.9348340272157182,-0.19866477333182797,0,0,4,1,-0.0098724,0.8227,-0.030592299999999996,0.000144,0.67683529,0.19768
2,3,2,1,9,4,4,2,4,0,0.9570004006102515,-0.19663553448635102,0.9239079690596622,-1.0650881163613168,4,2,4,0,0.2499848,0.559,-0.16442676,0.19998784,0.31248100000000006,0.04697
0,1,5,3,7,2,0,2,3,3,-1.532123039005311,-0.10225201860500012,0.49935256642434384,0.8005503639119735,0,2,3,3,-0.4238764,0.8935,0.06745914,0.22505535999999998,0.7983422499999999,0.15448
0,0,1,4,9,3,2,2,4,0,0.08576435468904518,0.07679906299344508,1.6125964918802707,-1.635920374607258,2,2,4,0,0.0266156,0.0506,-0.44078429,0.27667600000000003,0.00256036,0.13397
2,4,3,1,7,8,3,2,0,3,0.498933140431773,-0.013073476025929603,-0.414100581320845,1.2203103991296838,3,2,0,3,0.14587917,0.2917,-0.08419404000000001,0.25010001,0.08508889000000001,0.03098
0,0,5,3,3,3,4,3,2,3,1.5425656187284185,0.35821461953673744,0.21666249032321275,1.3051591819263613,4,3,2,3,0.5468149699999999,0.9007,0.047956160000000005,0.36857040999999996,0.8112604899999999,0.05775
6,0,4,3,6,2,2,4,3,3,-0.12261940452420948,1.3159297071563274,0.5059428872168855,1.1099379987437614,2,4,3,3,-0.0627001,0.071,0.09464496,0.77986561,0.0050409999999999995,0.03246
4,1,3,2,28,4,2,0,4,1,-0.14369769595778706,-1.2230562696960419,1.0090618508790827,-0.2469526985006689,2,0,4,1,-0.01261162,0.0833,-0.04118098,0.02292196,0.00693889,0.09247
6,0,3,4,5,3,1,1,3,2,-0.49945812698304753,-0.360765692618259,0.37621762530053826,0.2911127533807016,1,1,3,2,-0.11633091,0.2909,0.018651360000000002,0.15992000999999997,0.08462280999999999,0.08249
5,4,3,1,0,2,3,2,2,0,0.29174895877977886,-0.22404839387836087,0.08052033710886429,-1.6055679645011294,3,2,2,0,0.07503244,0.1708,-0.02224955,0.19298449,0.029172640000000003,0.03936
4,1,5,0,20,8,4,2,4,0,1.652584017918311,0.15695565184856297,1.6569944424826568,-1.3641283386569247,4,2,4,0,0.52982659,0.9649,-0.37749705,0.30151081,0.9310320099999999,0.05625
3,3,4,3,18,2,0,4,4,1,-1.1809895500020555,1.6771548543345858,1.5413169696240958,-0.5425437832842166,0,4,4,1,-0.6797859199999999,0.6886,-0.13913825999999999,0.97456384,0.47416996,0.10205
3,0,4,4,8,3,0,4,2,0,-0.7952396799452824,1.4679149275829144,0.05676049635680603,-1.3123912759760237,0,4,2,0,-0.42961815,0.4635,-0.0129789,0.85914361,0.21483225000000003,6.31632
0,1,0,2,10,8,1,1,4,0,-0.29981414714469085,-0.5457157439592883,0.9315388668194473,-0.7498369477590267,1,1,4,0,-0.06044704,0.1744,-0.11655304,0.12013156000000001,0.03041536,0.04905
5,1,1,1,28,4,2,0,4,3,-0.05510032464754639,-1.7067717885879652,1.1210973043522918,1.3662089158898245,2,0,4,3,-0.00037920000000000006,0.0316,0.25728109000000005,0.000144,0.0009985600000000001,0.05294
3,4,3,3,31,9,1,3,4,2,-0.4761520486499861,0.5462876548591352,0.8848863327880337,0.4073486875371258,1,3,4,2,-0.18337849,0.2773,0.060943470000000007,0.43731769,0.07689528999999999,0.14549
2,1,3,1,1,1,4,3,4,2,0.8154502483815109,0.4512101425374804,1.2600143294792894,0.07933571014021344,4,3,4,2,0.30198996,0.4764,0.017472,0.40182921000000005,0.22695695999999999,0.85369
6,3,2,2,9,4,4,4,3,0,0.7354212882231311,1.3627744668768507,0.42789961467362847,-1.193051118058745,4,4,3,0,0.38526902,0.4297,-0.08560418,0.80389156,0.18464209000000004,0.19195
1,3,3,1,12,9,0,3,0,0,-1.1042165860813828,0.44253518703367956,-0.9442745461313713,-1.0506017388106643,0,3,0,0,-0.40649532,0.6438,0.1648548,0.39866595999999993,0.41447844000000006,0.08784
0,3,1,2,28,7,1,4,0,0,-0.587027288955065,1.3856763494068844,-1.082324423785666,-1.6697219222254465,1,4,0,0,-0.3088944,0.342,0.30077806,0.81577024,0.11696400000000001,0.05597
6,3,4,0,26,1,2,1,0,1,-0.029737827638038408,-0.444392263674897,-1.6953976869865852,-0.08242883917540371,2,1,0,1,-0.00631344,0.0168,0.022352689999999998,0.14122564,0.00028223999999999995,0.04235
0,3,0,1,22,4,0,3,0,3,-0.9153688042943706,0.7256857346777322,-0.39484990742684156,1.1451192013667744,0,3,0,3,-0.3804568,0.5336,-0.0753246,0.508369,0.28472896,0.70703
3,2,2,3,24,1,4,4,0,1,1.4471135184966892,1.0313911666316669,-1.562030405684886,-0.6370501511146625,4,4,0,1,0.6769295,0.845,0.16518304,0.6417612100000001,0.7140249999999999,0.02788
